idx,question,prompt,ground_truth,model_response,predicted,correct
5861,3020 = -109*z + 636 - 1211 - 1201 for z.,Solve 3020 = -109*z + 636 - 1211 - 1201 for z.,-44,-29,-29,False
5862,-66*j - 7368 + 8796 = 2*j for j.,Solve -66*j - 7368 + 8796 = 2*j for j.,21,-29,-29,False
5863,645 = -63*t + 331 - 648 + 17 for t.,Solve 645 = -63*t + 331 - 648 + 17 for t.,-15,-9,-9,False
5864,-4750 = 373*i + 9192 - 141 for i.,Solve -4750 = 373*i + 9192 - 141 for i.,-37,-29,-29,False
5865,-96*k = -25*k + 163*k + 3510 for k.,Solve -96*k = -25*k + 163*k + 3510 for k.,-15,-10,-10,False
5866,-2925*o - 3810 = -2798*o for o.,Solve -2925*o - 3810 = -2798*o for o.,-30,-10,-10,False
5867,1078*s - 608*s = 658*s - 564 for s.,Solve 1078*s - 608*s = 658*s - 564 for s.,3,-8,-8,False
5868,-12635 = -1063*w + 13384 - 4665 + 21166 for w.,Solve -12635 = -1063*w + 13384 - 4665 + 21166 for w.,40,-13,-13,False
5869,-2134*t - 1167 - 7369 = 0 for t.,Solve -2134*t - 1167 - 7369 = 0 for t.,-4,-13,-13,False
5870,v - 3097 = -v - 103*v - 58*v for v.,Solve v - 3097 = -v - 103*v - 58*v for v.,19,-9,-9,False
5871,54*d - 37*d = -65*d - 2870 for d.,Solve 54*d - 37*d = -65*d - 2870 for d.,-35,-10,-10,False
5872,-591*v = -188*v - 192 - 15693 + 1780 for v.,Solve -591*v = -188*v - 192 - 15693 + 1780 for v.,35,-9,-9,False
5873,144523*v = 144525*v + 86 for v.,Solve 144523*v = 144525*v + 86 for v.,-43,-6,-6,False
5874,-6014 + 11723 + 48717 = 1158*v for v.,Solve -6014 + 11723 + 48717 = 1158*v for v.,47,-29,-29,False
5875,-7446*q + 540 = -7473*q for q.,Solve -7446*q + 540 = -7473*q for q.,-20,-10,-10,False
5876,-48*b - 37*b + 4*b - 1296 = 0 for b.,Solve -48*b - 37*b + 4*b - 1296 = 0 for b.,-16,-8,-8,False
5877,-58710 = -2663*z + 1118*z for z.,Solve -58710 = -2663*z + 1118*z for z.,38,-29,-29,False
5878,153*a - 326 = 310*a + 184 + 118 for a.,Solve 153*a - 326 = 310*a + 184 + 118 for a.,-4,-7,-7,False
5879,-17 + 314 = 251*s - 205 for s.,Solve -17 + 314 = 251*s - 205 for s.,2,-4,-4,False
5880,21*k + 33*k - 3936 = -75*k + 33*k for k.,Solve 21*k + 33*k - 3936 = -75*k + 33*k for k.,41,-24,-24,False
5881,-123 = 1010*n + 10367 + 6680 for n.,Solve -123 = 1010*n + 10367 + 6680 for n.,-17,-29,-29,False
5882,49 = 686*a + 7595 for a.,Solve 49 = 686*a + 7595 for a.,-11,-5,-5,False
5883,-1026 - 389 = 52*l + 69*l + 2094 for l.,Solve -1026 - 389 = 52*l + 69*l + 2094 for l.,-29,-29,-29,True
5884,3*w + 193*w + 1883 = -45*w - 1250 for w.,Solve 3*w + 193*w + 1883 = -45*w - 1250 for w.,-13,-13,-13,True
5885,23*j - 236*j = -490 - 362 for j.,Solve 23*j - 236*j = -490 - 362 for j.,4,-9,-9,False
5886,-353 = -85*r + 1186 - 179 for r.,Solve -353 = -85*r + 1186 - 179 for r.,16,-7,-7,False
5887,-465*d + 6990 = 26*d - 25*d for d.,Solve -465*d + 6990 = 26*d - 25*d for d.,15,-9,-9,False
5888,-223*a - 1225 = -783 + 1342 for a.,Solve -223*a - 1225 = -783 + 1342 for a.,-8,-9,-9,False
5889,13*w + 18 = -0*w + 295 - 17 for w.,Solve 13*w + 18 = -0*w + 295 - 17 for w.,20,-5,-5,False
5890,73*b + 201*b = 262*b - 336 for b.,Solve 73*b + 201*b = 262*b - 336 for b.,-28,-6,-6,False
5891,897 = -6428*z + 6497*z for z.,Solve 897 = -6428*z + 6497*z for z.,13,-9,-9,False
5892,-5*j + 26*j - 594 = -19*j + 206 for j.,Solve -5*j + 26*j - 594 = -19*j + 206 for j.,20,-9,-9,False
5893,-5299 + 599 = -235*s for s.,Solve -5299 + 599 = -235*s for s.,20,-7,-7,False
5894,-39*p + 2080 = 29*p + 73*p - 35 for p.,Solve -39*p + 2080 = 29*p + 73*p - 35 for p.,15,-15,-15,False
5895,-34*y = -2057*y + 66759 for y.,Solve -34*y = -2057*y + 66759 for y.,33,-19,-19,False
5896,59*t + 578 = 1522 for t.,Solve 59*t + 578 = 1522 for t.,16,-7,-7,False
5897,-1395*d - 63657 = -10647 for d.,Solve -1395*d - 63657 = -10647 for d.,-38,-29,-29,False
5898,0 = -26*r - 70*r + 753 - 234 + 729 for r.,Solve 0 = -26*r - 70*r + 753 - 234 + 729 for r.,13,-9,-9,False
5899,-304*q - 52*q + 195*q = 0 for q.,Solve -304*q - 52*q + 195*q = 0 for q.,0,0,0,True
5900,-528*d + 247 = -1764*d - 453*d - 4820 for d.,Solve -528*d + 247 = -1764*d - 453*d - 4820 for d.,-3,-29,-29,False
5901,110*k + 6655 - 3905 = 0 for k.,Solve 110*k + 6655 - 3905 = 0 for k.,-25,-7,-7,False
5902,-48749 + 10348 = 2199*s + 27569 for s.,Solve -48749 + 10348 = 2199*s + 27569 for s.,-30,-13,-13,False
5903,2889*r - 6571 + 106117 = -18261 - 15087 for r.,Solve 2889*r - 6571 + 106117 = -18261 - 15087 for r.,-46,-29,-29,False
5904,5*j = 4*j + 24*j - 1600 + 1186 for j.,Solve 5*j = 4*j + 24*j - 1600 + 1186 for j.,18,-9,-9,False
5905,66*o + 84 - 785 = 355 for o.,Solve 66*o + 84 - 785 = 355 for o.,16,-4,-4,False
5906,110*t + 194 = -8*t - 114*t + 4138 for t.,Solve 110*t + 194 = -8*t - 114*t + 4138 for t.,17,-29,-29,False
5907,13*z - 31952 = z - 41*z - 29408 for z.,Solve 13*z - 31952 = z - 41*z - 29408 for z.,48,-29,-29,False
5908,-869*j = -309*j + 1120 for j.,Solve -869*j = -309*j + 1120 for j.,-2,-10,-10,False
5909,-952*t + 335*t + 17576 + 934 = 0 for t.,Solve -952*t + 335*t + 17576 + 934 = 0 for t.,30,-29,-29,False
5910,-197*j = -93*j - 66*j + 298*j + 14448 for j.,Solve -197*j = -93*j - 66*j + 298*j + 14448 for j.,-43,-36,-36,False
5911,-220*h - 936*h + 5700 + 5444 = 3052 for h.,Solve -220*h - 936*h + 5700 + 5444 = 3052 for h.,7,-29,-29,False
5912,-31461*d + 31317*d = -2160 for d.,Solve -31461*d + 31317*d = -2160 for d.,15,-10,-10,False
5913,-42730*z = -42687*z + 1290 for z.,Solve -42730*z = -42687*z + 1290 for z.,-30,-30,-30,True
5914,-10135*u + 10051*u + 756 = 0 for u.,Solve -10135*u + 10051*u + 756 = 0 for u.,9,-6,-6,False
5915,-159*r + 124*r + 319*r = -138*r - 844 for r.,Solve -159*r + 124*r + 319*r = -138*r - 844 for r.,-2,-4,-4,False
5916,1330*w + 1188*w = 335*w - 65490 for w.,Solve 1330*w + 1188*w = 335*w - 65490 for w.,-30,-30,-30,True
5917,6*v + 19*v - v - 1316 = -23*v for v.,Solve 6*v + 19*v - v - 1316 = -23*v for v.,28,-16,-16,False
5918,27*h = -5*h + 610 - 514 for h.,Solve 27*h = -5*h + 610 - 514 for h.,3,-7,-7,False
5919,-150*s + 1399 = 62*s + 339 for s.,Solve -150*s + 1399 = 62*s + 339 for s.,5,-7,-7,False
5920,-20*m + 150 = 168 + 462 for m.,Solve -20*m + 150 = 168 + 462 for m.,-24,-7,-7,False
5921,-98*u - 11258 = -44*u + 336*u + 7072 for u.,Solve -98*u - 11258 = -44*u + 336*u + 7072 for u.,-47,-29,-29,False
5922,14720 = 2*r - 462*r for r.,Solve 14720 = 2*r - 462*r for r.,-32,-10,-10,False
5923,-4170 = 7998*h - 8137*h for h.,Solve -4170 = 7998*h - 8137*h for h.,30,-13,-13,False
5924,455*o + 2585 = 156*o - 6377 + 2085 for o.,Solve 455*o + 2585 = 156*o - 6377 + 2085 for o.,-23,-13,-13,False
5925,3266*o - 121*o + 130200 = -575*o for o.,Solve 3266*o - 121*o + 130200 = -575*o for o.,-35,-50,-50,False
5926,-480*h + 426 + 1806 = -596*h - 3452 for h.,Solve -480*h + 426 + 1806 = -596*h - 3452 for h.,-49,-13,-13,False
5927,1171*y + 568 = 1026*y - 1462 for y.,Solve 1171*y + 568 = 1026*y - 1462 for y.,-14,-9,-9,False
5928,151*f - 10*f - 4*f = 649 + 4283 for f.,Solve 151*f - 10*f - 4*f = 649 + 4283 for f.,36,-13,-13,False
5929,-73*y - 92*y - 1408 = 11*y for y.,Solve -73*y - 92*y - 1408 = 11*y for y.,-8,-9,-9,False
5930,0 = -322*j + 164*j - 183*j - 9207 for j.,Solve 0 = -322*j + 164*j - 183*j - 9207 for j.,-27,-29,-29,False
5931,-140*n + 490 - 814 - 2711 = 1305 for n.,Solve -140*n + 490 - 814 - 2711 = 1305 for n.,-31,-29,-29,False
5932,42700 = 1826*t - 3351*t for t.,Solve 42700 = 1826*t - 3351*t for t.,-28,-25,-25,False
5933,-18729*d + 420 = -18694*d for d.,Solve -18729*d + 420 = -18694*d for d.,12,-10,-10,False
5934,14*b - 1384 - 1361 = -3*b - 2813 for b.,Solve 14*b - 1384 - 1361 = -3*b - 2813 for b.,-4,-29,-29,False
5935,-4*j + 2*j = -24 for j.,Solve -4*j + 2*j = -24 for j.,12,-4,-4,False
5936,438*l + 451*l = 849*l - 1000 for l.,Solve 438*l + 451*l = 849*l - 1000 for l.,-25,-10,-10,False
5937,-1902 + 3909 = -7*x + 1958 for x.,Solve -1902 + 3909 = -7*x + 1958 for x.,-7,-29,-29,False
5938,178*x = 508*x + 973*x - 62544 for x.,Solve 178*x = 508*x + 973*x - 62544 for x.,48,-22,-22,False
5939,15*f + 3972449 = 3971984 for f.,Solve 15*f + 3972449 = 3971984 for f.,-31,-11,-11,False
5940,-19*d + 11*d + 200 + 216 = 64 for d.,Solve -19*d + 11*d + 200 + 216 = 64 for d.,44,-8,-8,False
5941,41 + 475 = -22*j + 32 for j.,Solve 41 + 475 = -22*j + 32 for j.,-22,-7,-7,False
5942,-c - 1078 + 3166 = -209*c - 2904 for c.,Solve -c - 1078 + 3166 = -209*c - 2904 for c.,-24,-13,-13,False
5943,26*u - 5953 = -6863 for u.,Solve 26*u - 5953 = -6863 for u.,-35,-9,-9,False
5944,-363*m = 398*m + 14*m - 3682 - 12593 for m.,Solve -363*m = 398*m + 14*m - 3682 - 12593 for m.,21,-13,-13,False
5945,0 = -78*r + 14023 - 13087 for r.,Solve 0 = -78*r + 14023 - 13087 for r.,12,-29,-29,False
5946,-1219 - 12352 = -331*o for o.,Solve -1219 - 12352 = -331*o for o.,41,-29,-29,False
5947,19*m - 408*m - 92*m = -47*m - 4340 for m.,Solve 19*m - 408*m - 92*m = -47*m - 4340 for m.,10,-10,-10,False
5948,7145*b - 4 = 7149*b for b.,Solve 7145*b - 4 = 7149*b for b.,-1,-4,-4,False
5949,-98*i + 2488*i = -32410 - 51240 for i.,Solve -98*i + 2488*i = -32410 - 51240 for i.,-35,-70,-70,False
5950,12*o + 49*o + 15*o - 1444 = 0 for o.,Solve 12*o + 49*o + 15*o - 1444 = 0 for o.,19,-13,-13,False
5951,-8*p - 17*p + p - 409 + 841 = 0 for p.,Solve -8*p - 17*p + p - 409 + 841 = 0 for p.,18,-9,-9,False
5952,-127*x + 13175 = 648*x for x.,Solve -127*x + 13175 = 648*x for x.,17,-15,-15,False
5953,25*p + 983 - 1029 = -13*p - 8*p for p.,Solve 25*p + 983 - 1029 = -13*p - 8*p for p.,1,-28,-28,False
5954,438*d - 178 + 2072 - 4190 = 4274 for d.,Solve 438*d - 178 + 2072 - 4190 = 4274 for d.,15,-9,-9,False
5955,-353*x - 373*x + 15939 = 723*x for x.,Solve -353*x - 373*x + 15939 = 723*x for x.,11,-19,-19,False
5956,-107*y - 772 = 210*y + 3032 for y.,Solve -107*y - 772 = 210*y + 3032 for y.,-12,-9,-9,False
5957,0 = 2023*n - 1485*n - 1076 for n.,Solve 0 = 2023*n - 1485*n - 1076 for n.,2,-6,-6,False
5958,-312*w = -35*w + 297*w - 24108 for w.,Solve -312*w = -35*w + 297*w - 24108 for w.,42,-28,-28,False
5959,-6*i + 70 + 73 = 199 - 68 for i.,Solve -6*i + 70 + 73 = 199 - 68 for i.,2,-9,-9,False
5960,-300*r + 1596 = -94*r - 95*r - 73*r for r.,Solve -300*r + 1596 = -94*r - 95*r - 73*r for r.,42,-9,-9,False
5961,730*w - 560*w - 2590*w + 49344 + 13576 = 0 for w.,Solve 730*w - 560*w - 2590*w + 49344 + 13576 = 0 for w.,26,-22,-22,False
5962,-213 = -766*k + 136 - 1881 for k.,Solve -213 = -766*k + 136 - 1881 for k.,-2,-9,-9,False
5963,-13608*z + 13706*z + 1179 = 4511 for z.,Solve -13608*z + 13706*z + 1179 = 4511 for z.,34,-29,-29,False
5964,384*i - 10294 = -2220 + 9590 for i.,Solve 384*i - 10294 = -2220 + 9590 for i.,46,-29,-29,False
5965,-59*p + 615 = 556 for p.,Solve -59*p + 615 = 556 for p.,1,-5,-5,False
5966,-354 = 27*j + 294 for j.,Solve -354 = 27*j + 294 for j.,-24,-4,-4,False
5967,67*t + 45*t = -5*t - 30*t - 2646 for t.,Solve 67*t + 45*t = -5*t - 30*t - 2646 for t.,-18,-23,-23,False
5968,32*o - 7*o = 60*o + 20*o + 330 for o.,Solve 32*o - 7*o = 60*o + 20*o + 330 for o.,-6,-10,-10,False
5969,-31*s + 11*s + 5*s + 705 = 0 for s.,Solve -31*s + 11*s + 5*s + 705 = 0 for s.,47,-5,-5,False
5970,97*o = -170*o + 647 + 3546 + 4351 for o.,Solve 97*o = -170*o + 647 + 3546 + 4351 for o.,32,-13,-13,False
5971,1164*n - 1668*n + 3024 = 0 for n.,Solve 1164*n - 1668*n + 3024 = 0 for n.,6,-12,-12,False
5972,-k + 145 + 141 = 415 - 143 for k.,Solve -k + 145 + 141 = 415 - 143 for k.,14,-4,-4,False
5973,230*s - 1755 = -253*s + 548*s for s.,Solve 230*s - 1755 = -253*s + 548*s for s.,-27,-15,-15,False
5974,152*l + 9108 = -110*l + 55*l for l.,Solve 152*l + 9108 = -110*l + 55*l for l.,-44,-28,-28,False
5975,96*v - 250 = -3034 for v.,Solve 96*v - 250 = -3034 for v.,-29,-29,-29,True
5976,103 - 401 = 90*j - 850 - 258 for j.,Solve 103 - 401 = 90*j - 850 - 258 for j.,9,-10,-10,False
5977,199*t + 4037 + 1241 = -196*t - 11*t for t.,Solve 199*t + 4037 + 1241 = -196*t - 11*t for t.,-13,-29,-29,False
5978,1643*v = -1396*v + 152*v + 2887 for v.,Solve 1643*v = -1396*v + 152*v + 2887 for v.,1,-29,-29,False
5979,-976 = -253*x - 1482 for x.,Solve -976 = -253*x - 1482 for x.,-2,-9,-9,False
5980,78759*b + 50 = 78762*b - 10 for b.,Solve 78759*b + 50 = 78762*b - 10 for b.,20,-5,-5,False
5981,-523*z - 6944 + 4889 - 7416 = 5696 for z.,Solve -523*z - 6944 + 4889 - 7416 = 5696 for z.,-29,-29,-29,True
5982,92*c = -50*c - 87*c + 4809 for c.,Solve 92*c = -50*c - 87*c + 4809 for c.,21,-9,-9,False
5983,-296*u - 868 - 8455 = 3405 for u.,Solve -296*u - 868 - 8455 = 3405 for u.,-43,-29,-29,False
5984,-75818*v + 75828*v - 410 = 0 for v.,Solve -75818*v + 75828*v - 410 = 0 for v.,41,-10,-10,False
5985,839*a + 32978 - 6130 = 0 for a.,Solve 839*a + 32978 - 6130 = 0 for a.,-32,-29,-29,False
5986,-1579*u + 1446*u + 399 = 0 for u.,Solve -1579*u + 1446*u + 399 = 0 for u.,3,-9,-9,False
5987,8*h = 7*h - 108*h - 59 - 2230 for h.,Solve 8*h = 7*h - 108*h - 59 - 2230 for h.,-21,-9,-9,False
5988,3*p + 10*p + 45 - 477 = -5*p for p.,Solve 3*p + 10*p + 45 - 477 = -5*p for p.,24,-7,-7,False
5989,-5835*f + 20592 = -6459*f for f.,Solve -5835*f + 20592 = -6459*f for f.,-33,-19,-19,False
5990,-167*y + 9400 = 68*y for y.,Solve -167*y + 9400 = 68*y for y.,40,-10,-10,False
5991,0 = -21214*j + 21083*j - 2882 for j.,Solve 0 = -21214*j + 21083*j - 2882 for j.,-22,-9,-9,False
5992,-21018 = 1276*f + 674 for f.,Solve -21018 = 1276*f + 674 for f.,-17,-13,-13,False
5993,-149*k + 1513 = -201*k + 837 for k.,Solve -149*k + 1513 = -201*k + 837 for k.,-13,-9,-9,False
5994,1464 + 1391 = 75*j + 980 for j.,Solve 1464 + 1391 = 75*j + 980 for j.,25,-7,-7,False
5995,-278*v + 689 + 536 + 443 = 0 for v.,Solve -278*v + 689 + 536 + 443 = 0 for v.,6,-9,-9,False
5996,-159*m + 1536*m + 1244*m - 47940 = 224*m for m.,Solve -159*m + 1536*m + 1244*m - 47940 = 224*m for m.,20,-40,-40,False
5997,3915 + 8161 = 298*q + 281*q + 496 for q.,Solve 3915 + 8161 = 298*q + 281*q + 496 for q.,20,-13,-13,False
5998,-56*a = 338*a + 4214 + 7212 for a.,Solve -56*a = 338*a + 4214 + 7212 for a.,-29,-29,-29,True
5999,-1332*m - 562*m + 1990 = 685 - 4377 for m.,Solve -1332*m - 562*m + 1990 = 685 - 4377 for m.,3,-29,-29,False
6000,17118*s = 16903*s + 5805 for s.,Solve 17118*s = 16903*s + 5805 for s.,27,-15,-15,False
6001,9*w = -10*w + 8*w - 2*w - 156 for w.,Solve 9*w = -10*w + 8*w - 2*w - 156 for w.,-12,-6,-6,False
6002,3537*b + 10120 = 4802*b for b.,Solve 3537*b + 10120 = 4802*b for b.,8,-20,-20,False
6003,-184*w - 265*w - 10302 = 923 for w.,Solve -184*w - 265*w - 10302 = 923 for w.,-25,-29,-29,False
6004,3953*h - 36329 = 1230*h + 4516 for h.,Solve 3953*h - 36329 = 1230*h + 4516 for h.,15,-13,-13,False
6005,-46*l - 154*l + 3633 = -27*l for l.,Solve -46*l - 154*l + 3633 = -27*l for l.,21,-13,-13,False
6006,182*s - 8*s + 12 - 578 = -44 for s.,Solve 182*s - 8*s + 12 - 578 = -44 for s.,3,-9,-9,False
6007,-18715*w + 3312 = -18643*w for w.,Solve -18715*w + 3312 = -18643*w for w.,46,-29,-29,False
6008,-227*d + 1240 = -363*d - 337*d - 147*d for d.,Solve -227*d + 1240 = -363*d - 337*d - 147*d for d.,-2,-10,-10,False
6009,0 = 13*t - 38469 + 38196 for t.,Solve 0 = 13*t - 38469 + 38196 for t.,21,-29,-29,False
6010,2586 + 1198 = -88*r for r.,Solve 2586 + 1198 = -88*r for r.,-43,-7,-7,False
6011,0 = 378*z + 653*z + 4416 - 1063 + 7988 for z.,Solve 0 = 378*z + 653*z + 4416 - 1063 + 7988 for z.,-11,-25,-25,False
6012,431 - 1729 = -48*s - 20*s + 266 for s.,Solve 431 - 1729 = -48*s - 20*s + 266 for s.,23,-13,-13,False
6013,808*g + 2356 = 8820 for g.,Solve 808*g + 2356 = 8820 for g.,8,-9,-9,False
6014,-934 = 39*z - 441 - 454 for z.,Solve -934 = 39*z - 441 - 454 for z.,-1,-9,-9,False
6015,108*t + 861 - 1500 = 46*t + 1221 for t.,Solve 108*t + 861 - 1500 = 46*t + 1221 for t.,30,-9,-9,False
6016,27*f = 76805 - 76913 for f.,Solve 27*f = 76805 - 76913 for f.,-4,-13,-13,False
6017,-775*g - 1268*g = 10215 for g.,Solve -775*g - 1268*g = 10215 for g.,-5,-15,-15,False
6018,-114*h = -9*h - 10*h - 1064 - 931 for h.,Solve -114*h = -9*h - 10*h - 1064 - 931 for h.,21,-13,-13,False
6019,2274284*v = 2274236*v + 2160 for v.,Solve 2274284*v = 2274236*v + 2160 for v.,45,-20,-20,False
6020,-788*x + 399 + 387 = -831*x - 332 for x.,Solve -788*x + 399 + 387 = -831*x - 332 for x.,-26,-9,-9,False
6021,126*o - 667 + 1066 + 1293 = -450 for o.,Solve 126*o - 667 + 1066 + 1293 = -450 for o.,-17,-9,-9,False
6022,-2463 = -181*n + 3691 for n.,Solve -2463 = -181*n + 3691 for n.,34,-7,-7,False
6023,-182280*c = -182065*c + 4300 for c.,Solve -182280*c = -182065*c + 4300 for c.,-20,-30,-30,False
6024,382*z + 31140 = -656*z for z.,Solve 382*z + 31140 = -656*z for z.,-30,-14,-14,False
6025,455*m - 2562 = 118 + 2325 for m.,Solve 455*m - 2562 = 118 + 2325 for m.,11,-7,-7,False
6026,917*a - 366*a - 1380 = 436*a for a.,Solve 917*a - 366*a - 1380 = 436*a for a.,12,-10,-10,False
6027,-15751 = 556*u - 739 for u.,Solve -15751 = 556*u - 739 for u.,-27,-29,-29,False
6028,1289*l + 2244*l + 25688 = 131678 for l.,Solve 1289*l + 2244*l + 25688 = 131678 for l.,30,58,58,False
6029,1898 = -2633*x - 831 - 2537 for x.,Solve 1898 = -2633*x - 831 - 2537 for x.,-2,-29,-29,False
6030,83*i + 193*i + 5518 = -4086 - 1160 for i.,Solve 83*i + 193*i + 5518 = -4086 - 1160 for i.,-39,-29,-29,False
6031,-37281 + 47775 = 318*y for y.,Solve -37281 + 47775 = 318*y for y.,33,-29,-29,False
6032,11665 = -270*u + 5455 for u.,Solve 11665 = -270*u + 5455 for u.,-23,-29,-29,False
6033,607*k = 1505*k + 54982 - 19062 for k.,Solve 607*k = 1505*k + 54982 - 19062 for k.,-40,-22,-22,False
6034,-26*i - 80 - 693 = 397 for i.,Solve -26*i - 80 - 693 = 397 for i.,-45,-4,-4,False
6035,8315*w = 7951*w - 10556 for w.,Solve 8315*w = 7951*w - 10556 for w.,-29,-19,-19,False
6036,-847*n + 15333 + 1298 = 2965 - 11744 for n.,Solve -847*n + 15333 + 1298 = 2965 - 11744 for n.,30,-29,-29,False
6037,-47*r - 33*r - 1980 = 30*r for r.,Solve -47*r - 33*r - 1980 = 30*r for r.,-18,-20,-20,False
6038,-14*i - 1110 + 1656 = 0 for i.,Solve -14*i - 1110 + 1656 = 0 for i.,39,-7,-7,False
6039,3555 = -1093*s - 92*s for s.,Solve 3555 = -1093*s - 92*s for s.,-3,-11,-11,False
6040,206*u = -725*u + 79*u - 1085*u - 48425 for u.,Solve 206*u = -725*u + 79*u - 1085*u - 48425 for u.,-25,-35,-35,False
6041,-29*y - 36*y + 2350 = -112*y for y.,Solve -29*y - 36*y + 2350 = -112*y for y.,-50,-25,-25,False
6042,-1176*n + 26859 + 8804 = 6263 for n.,Solve -1176*n + 26859 + 8804 = 6263 for n.,25,-29,-29,False
6043,97*q + 132 + 51 - 82 = -93 for q.,Solve 97*q + 132 + 51 - 82 = -93 for q.,-2,-4,-4,False
6044,-3222 = 3878*w + 656 for w.,Solve -3222 = 3878*w + 656 for w.,-1,-29,-29,False
6045,-355*o + 179*o = -181*o + 190 for o.,Solve -355*o + 179*o = -181*o + 190 for o.,38,-9,-9,False
6046,-29*u - 9*u = 9*u - 1320 - 278 for u.,Solve -29*u - 9*u = 9*u - 1320 - 278 for u.,34,-9,-9,False
6047,-57*o + 14*o = 27 + 16 for o.,Solve -57*o + 14*o = 27 + 16 for o.,-1,-1,-1,True
6048,-631*n - 409*n - 775*n + 228*n = -76176 for n.,Solve -631*n - 409*n - 775*n + 228*n = -76176 for n.,48,-36,-36,False
6049,-376*w + 700*w = -416*w + 16280 for w.,Solve -376*w + 700*w = -416*w + 16280 for w.,22,-25,-25,False
6050,14265 = -273*f - 44*f for f.,Solve 14265 = -273*f - 44*f for f.,-45,-15,-15,False
6051,-49*a - 342 - 185 + 46 = 352 for a.,Solve -49*a - 342 - 185 + 46 = 352 for a.,-17,-9,-9,False
6052,-3180*y = -2879*y - 15050 for y.,Solve -3180*y = -2879*y - 15050 for y.,50,-35,-35,False
6053,11924 = -27136*z + 27407*z for z.,Solve 11924 = -27136*z + 27407*z for z.,44,-29,-29,False
6054,862*p = 3240*p + 11890 for p.,Solve 862*p = 3240*p + 11890 for p.,-5,-9,-9,False
6055,-22*w + 13*w = -42*w - 16*w + 1029 for w.,Solve -22*w + 13*w = -42*w - 16*w + 1029 for w.,21,-9,-9,False
6056,2463*t = -639*t - 74448 for t.,Solve 2463*t = -639*t - 74448 for t.,-24,-28,-28,False
6057,11*f = -38*f + 19*f + 240 for f.,Solve 11*f = -38*f + 19*f + 240 for f.,8,-10,-10,False
6058,0 = 9772*y - 9837*y - 1885 for y.,Solve 0 = 9772*y - 9837*y - 1885 for y.,-29,-15,-15,False
6059,12024 = -75*m + 457*m - 48*m for m.,Solve 12024 = -75*m + 457*m - 48*m for m.,36,-28,-28,False
6060,-137*b + 1372*b + 1003*b = -374*b + 94032 for b.,Solve -137*b + 1372*b + 1003*b = -374*b + 94032 for b.,36,-32,-32,False
6061,3864 = 162*b - 1158 for b.,Solve 3864 = 162*b - 1158 for b.,31,-7,-7,False
6062,0 = 10953*i - 10890*i + 2709 for i.,Solve 0 = 10953*i - 10890*i + 2709 for i.,-43,-9,-9,False
6063,-30*z + 5*z + 150 = 13*z + 37*z for z.,Solve -30*z + 5*z + 150 = 13*z + 37*z for z.,2,-5,-5,False
6064,-1935 = 742392*p - 742435*p for p.,Solve -1935 = 742392*p - 742435*p for p.,45,-15,-15,False
6065,1117 = 742*z + 5569 for z.,Solve 1117 = 742*z + 5569 for z.,-6,-7,-7,False
6066,-80*f - 206 = 8*f + 24*f - 1102 for f.,Solve -80*f - 206 = 8*f + 24*f - 1102 for f.,8,-9,-9,False
6067,-86*y + 1738024 = 1734498 for y.,Solve -86*y + 1738024 = 1734498 for y.,41,-29,-29,False
6068,-1083*w - 1089 = 1118*w - 2168*w for w.,Solve -1083*w - 1089 = 1118*w - 2168*w for w.,-33,-9,-9,False
6069,4*g - 79 + 32 - 69 = 0 for g.,Solve 4*g - 79 + 32 - 69 = 0 for g.,29,-4,-4,False
6070,10399 = 97*y + 11757 for y.,Solve 10399 = 97*y + 11757 for y.,-14,-7,-7,False
6071,84*t + 95 + 170 = -21 + 34 for t.,Solve 84*t + 95 + 170 = -21 + 34 for t.,-3,-5,-5,False
6072,-1067*p + 20131 = 11595 for p.,Solve -1067*p + 20131 = 11595 for p.,8,-9,-9,False
6073,-15343 = -1059*q - 47113 for q.,Solve -15343 = -1059*q - 47113 for q.,-30,-13,-13,False
6074,-47*k = 51*k - 130*k + 226*k - 4268 for k.,Solve -47*k = 51*k - 130*k + 226*k - 4268 for k.,22,-14,-14,False
6075,-361*v + 14904 - 1908 = 0 for v.,Solve -361*v + 14904 - 1908 = 0 for v.,36,-28,-28,False
6076,27*f = -30*f + 52*f - 34*f - 1560 for f.,Solve 27*f = -30*f + 52*f - 34*f - 1560 for f.,-40,-10,-10,False
6077,53*m + 1632 - 92 + 44 = 20*m for m.,Solve 53*m + 1632 - 92 + 44 = 20*m for m.,-48,-13,-13,False
6078,15*j - 19 - 3 = -211 - 21 for j.,Solve 15*j - 19 - 3 = -211 - 21 for j.,-14,-7,-7,False
6079,224*v = 494*v - 237*v + 1188 for v.,Solve 224*v = 494*v - 237*v + 1188 for v.,-36,-13,-13,False
6080,-27446 + 17752 = -262*c for c.,Solve -27446 + 17752 = -262*c for c.,37,-29,-29,False
6081,28*o + 2596 = -29*o - 2*o for o.,Solve 28*o + 2596 = -29*o - 2*o for o.,-44,-9,-9,False
6082,335*d = 143*d + 36*d + 7644 for d.,Solve 335*d = 143*d + 36*d + 7644 for d.,49,-14,-14,False
6083,-1456*b - 17610 + 8010 = 9328 for b.,Solve -1456*b - 17610 + 8010 = 9328 for b.,-13,-29,-29,False
6084,-1614 + 2359 = 37*h + 124*h - 6822 for h.,Solve -1614 + 2359 = 37*h + 124*h - 6822 for h.,47,-13,-13,False
